sno,,station,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
500107065,YouBike2.0_,松江路77巷口,10,5,中山區,2023/5/8 09:46,25.04985,121.53312,松江路77巷口,Zhongshan Dist,YouBike2.0_Ln. 77， Songjiang Rd.,Ln. 77， Songjiang Rd.,5,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:46,2023/5/8
500107066,YouBike2.0_,建國長安路口,20,6,中山區,2023/5/8 10:04,25.04836,121.53669,建國北路一段與長安東路二段口北側,Zhongshan Dist,YouBike2.0_Jianguo & Chang'an Intersection,Sec. 1， Jianguo N. Rd. & Sec. 2， Chang'an E. Rd. Intersection (North),14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:04,2023/5/8
500107067,YouBike2.0_,市民新生路口,15,3,中山區,2023/5/8 10:06,25.04611,121.53193,新生北路一段36號前,Zhongshan Dist,YouBike2.0_Civic & Xinsheng Intersection,No. 36， Sec. 1， Xinsheng N. Rd.,12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500107068,YouBike2.0_,民權吉林路口,15,3,中山區,2023/5/8 07:59,25.06269,121.53061,民權東路二段51號前,Zhongshan Dist,YouBike2.0_Minquan & Jilin Intersection,No. 51， Sec. 2， Minquan E. Rd.,12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 07:59,2023/5/8
500107069,YouBike2.0_,中山農安街口,17,4,中山區,2023/5/8 10:07,25.0651,121.5224,中山北路三段25號前,Zhongshan Dist,YouBike2.0_Zhongshan Rd. & Nong'an St. Intersection,No. 25， Sec. 3， Zhongshan N. Rd.,13,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:07,2023/5/8
500107070,YouBike2.0_,捷運行政大樓,14,5,中山區,2023/5/8 10:03,25.05575,121.52168,中山北路二段48巷7號前,Zhongshan Dist,YouBike2.0_MRT Administration Building,No. 7， Ln. 48， Sec. 2， Zhongshan N. Rd,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:03,2023/5/8
500107071,YouBike2.0_,中吉公園(松江路188巷),22,8,中山區,2023/5/8 10:06,25.0568,121.53191,松江路188巷11號對側,Zhongshan Dist,YouBike2.0_Zhongji Park(Ln. 188， Songjiang Rd.),No. 11， Ln. 188， Songjiang Rd. (Opposite),14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500107072,YouBike2.0_,吉林路123巷口,13,6,中山區,2023/5/8 09:45,25.05731,121.53021,吉林路125號前,Zhongshan Dist,YouBike2.0_Ln. 123， Jilin Rd.,No. 125， Jilin Rd.,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:45,2023/5/8
500107074,YouBike2.0_,中原民生路口,15,5,中山區,2023/5/8 10:09,25.05808,121.52887,民生東路二段33號旁,Zhongshan Dist,YouBike2.0_Zhongyuan St. & Minsheng Rd. Intersection,No. 33， Sec. 2， Minsheng E. Rd.,10,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:09,2023/5/8
500107075,YouBike2.0_,國立臺北大學(臺北校區),38,5,中山區,2023/5/8 09:59,25.05794,121.54244,民生東路三段67號前,Zhongshan Dist,YouBike2.0_National Taipei University(Taipei Canpus),No. 67， Sec. 3， Minsheng E. Rd.,33,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:59,2023/5/8
500107076,YouBike2.0_,錦州吉林路口,20,13,中山區,2023/5/8 08:56,25.06028,121.52991,錦州街174號前,Zhongshan Dist,YouBike2.0_Jinzhou St. & Jilin Rd. Intersection,No. 174， Jinzhou St.,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 08:56,2023/5/8
500107077,YouBike2.0_,中山北路二段59巷口,12,3,中山區,2023/5/8 10:04,25.05606,121.5229,中山北路二段59之3號前,Zhongshan Dist,YouBike2.0_Ln. 59， Sec. 2， Zhongshan N. Rd.,No. 59-3， Sec. 2， Zhongshan N. Rd.,9,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:04,2023/5/8
500107078,YouBike2.0_,永盛公園(民生東路一段23巷),24,12,中山區,2023/5/8 10:06,25.05873,121.52488,民生東路一段23巷/民生東路一段27巷口,Zhongshan Dist,YouBike2.0_Yongsheng Park(Ln. 23， Sec. 1， Minsheng E. Rd.),Ln. 23， Sec. 1， Minsheng E. Rd. & Ln. 27， Sec. 1， Minsheng E. Rd. Intersection,12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500107079,YouBike2.0_,新生錦州街口,20,10,中山區,2023/5/8 10:04,25.05955,121.52744,新生北路二段100號前,Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Jinzhou St. Intersection,No. 100， Sec. 2， Xinsheng N. Rd.,10,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:04,2023/5/8
500107080,YouBike2.0_,濱江街199巷口,15,4,中山區,2023/5/8 09:02,25.0734,121.53985,濱江街199巷(八號疏散門前),Zhongshan Dist,YouBike2.0_Ln. 199， Binjiang St.,Ln. 199， Binjiang St.,11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:02,2023/5/8
500107081,YouBike2.0_,大佳社區公園,15,6,中山區,2023/5/8 00:24,25.07275,121.5373,濱江街154巷對側,Zhongshan Dist,YouBike2.0_Dajia Community Park,Ln. 154， Binjiang St. (Opposite),9,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 00:24,2023/5/8
500107082,YouBike2.0_,濱江果菜市場,22,2,中山區,2023/5/8 09:43,25.06807,121.53673,民族東路336號前,Zhongshan Dist,YouBike2.0_Binjiang Fruit and Vegetable Wholesale Market,No. 336， Minzu E. Rd.,20,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:43,2023/5/8
500107083,YouBike2.0_,興安合江路口,19,17,中山區,2023/5/8 10:03,25.05619,121.53949,興安街60號對側,Zhongshan Dist,YouBike2.0_Xing'an St. & Hejiang St. Intersection,No. 60， Xing'an St. (Opposite),2,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:03,2023/5/8
500107084,YouBike2.0_,復興北路514巷口東側,10,3,中山區,2023/5/8 09:59,25.06597,121.54117,復興北路514巷66號前側,Zhongshan Dist,YouBike2.0_Fuxing Rd. & Longjiang Rd. Intersection,No. 66， Ln. 514， Fuxing N. Rd.,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:59,2023/5/8
500107085,YouBike2.0_,台泥大樓,18,2,中山區,2023/5/8 09:08,25.06142,121.52305,中山北路二段113-133號前,Zhongshan Dist,YouBike2.0_TCC Building,No. 113-133， Sec. 2， Zhongshan N. Rd.,16,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:08,2023/5/8
500107086,YouBike2.0_,植福樂群路口,10,4,中山區,2023/5/8 08:59,25.08303,121.5604,植福路/樂群三路(西北側),Zhongshan Dist,YouBike2.0_Zhifu Rd. & Lequn Rd. Intersection,Zhifu Rd. & Lequn 3rd Rd. Intersection (Northwest),6,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 08:59,2023/5/8
500107087,YouBike2.0_,新興公園,20,6,中山區,2023/5/8 09:24,25.06157,121.52439,錦州街13巷/中山北路二段137巷口(東南側),Zhongshan Dist,YouBike2.0_Xinxing Park,Ln. 13， Jinzhou St. & Ln. 137， Sec. 2， Zhongshan N. Rd. Intersection (Southeast),14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:24,2023/5/8
500107088,YouBike2.0_,南京伊通街口,11,3,中山區,2023/5/8 09:48,25.05189,121.53517,南京東路二段178-1號,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Yitong St. Intersection,No. 178-1， Sec. 2， Nanjing E. Rd.,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:48,2023/5/8
500107089,YouBike2.0_,南京龍江路口,15,12,中山區,2023/5/8 10:08,25.05205,121.54012,南京東路三段121號前,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Longjiang Rd. Intersection,No. 121， Sec. 3， Nanjing E. Rd.,3,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500107090,YouBike2.0_,撫順街41巷(崇德宮前),19,5,中山區,2023/5/8 09:54,25.06389,121.51916,撫順街41巷1-7號對側,Zhongshan Dist,YouBike2.0_Ln. 41， Fushun St. (Chongde Temple),No. 1-7， Ln. 41， Fushun St.,14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:54,2023/5/8
500107091,YouBike2.0_,臺北市立圖書館大直分館,20,10,中山區,2023/5/8 00:36,25.08152,121.54646,大直街28號對側,Zhongshan Dist,YouBike2.0_Taipei Public Library Dazhi Branch,No. 28， Dazhi St. (Opposite),10,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 00:36,2023/5/8
500107092,YouBike2.0_,捷運大直站(1號出口),27,6,中山區,2023/5/8 09:37,25.0801,121.54708,北安路535之2號旁,Zhongshan Dist,YouBike2.0_MRT Dazhi Sta. (Exit 1),No. 535-2， Bei'an Rd.,21,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:37,2023/5/8
500107093,YouBike2.0_,捷運松江南京站(4號出口),32,14,中山區,2023/5/8 09:58,25.0512,121.53312,松江路95-1至109號前方,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 4),No.109， Songjiang Rd.,17,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:58,2023/5/8
500107095,YouBike2.0_,中429公園,15,10,中山區,2023/5/7 21:30,25.07864,121.55557,敬業三路177巷南側,Zhongshan Dist,YouBike2.0_hong 429 Park,Ln. 177， Jingye 3rd Rd. (South),5,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/7 21:30,2023/5/7
500107096,YouBike2.0_,長春路137巷口,16,5,中山區,2023/5/8 09:50,25.05791,121.53114,民生東路二段134號前,Zhongshan Dist,YouBike2.0_Ln. 137， Changchun Rd.,No. 134， Sec. 2， Minquan E. Rd.,11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:50,2023/5/8
500107097,YouBike2.0_,松江民生路口,17,1,中山區,2023/5/8 10:09,25.05765,121.53299,松江路208號前,Zhongshan Dist,YouBike2.0_Songjiang Rd. & Minsheng Rd. Intersection,No. 208， Songjiang Rd.,16,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:09,2023/5/8
500107098,YouBike2.0_,松江路132巷口,14,0,中山區,2023/5/8 09:03,25.05277,121.53013,吉林路100號對側,Zhongshan Dist,YouBike2.0_Ln. 132， Songjiang Rd.,No. 100， Jilin Rd. (Opposite),14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:03,2023/5/8
500107099,YouBike2.0_,長春吉林路口,10,2,中山區,2023/5/8 09:39,25.05481,121.53032,長春路120號前,Zhongshan Dist,YouBike2.0_Changchun Rd. & Jilin Rd. Intersection,No. 120， Changchun Rd.,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:39,2023/5/8
500107100,YouBike2.0_,長春一江街口,11,0,中山區,2023/5/8 07:57,25.05488,121.53142,長春路135號前,Zhongshan Dist,YouBike2.0_Changchun Rd. & Yijiang St. Intersection,No. 135， Changchun Rd.,11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 07:57,2023/5/8
500107101,YouBike2.0_,捷運松江南京站(8號出口),20,19,中山區,2023/5/8 09:48,25.05215,121.53276,南京東路二段101號前,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 8),No. 101， Sec. 2， Nanjing E. Rd.,1,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:48,2023/5/8
500107102,YouBike2.0_,南京一江街口,10,2,中山區,2023/5/8 08:26,25.05215,121.53171,南京東路二段85號前,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Yijiang St. Intersection,No. 85， Sec. 2， Nanjing E. Rd.,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 08:26,2023/5/8
500107103,YouBike2.0_,松江長春路口,16,5,中山區,2023/5/8 10:09,25.05499,121.53295,松江路158號前,Zhongshan Dist,YouBike2.0_Songjiang Rd. & Changchun Rd. Intersection,No. 158， Songjiang Rd.,11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:09,2023/5/8
500107104,YouBike2.0_,經國七海文化園區,15,10,中山區,2023/5/8 06:38,25.07802,121.53511,北安路301號前,Zhongshan Dist,YouBike2.0_Ching-kuo Chi-Hai Culture Park,No. 301， Bei'an Rd.,5,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 06:38,2023/5/8
500107105,YouBike2.0_,民族玉門街口,20,5,中山區,2023/5/8 10:08,25.06873,121.52003,民族西路口與玉門街口東北側,Zhongshan Dist,YouBike2.0_Minzu Rd. & Yumen St. Intersection,Minzu W. Rd. & Yumen St. Intersection (Northeast),15,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500107106,YouBike2.0_,新生農安街口,15,8,中山區,2023/5/8 10:02,25.06493,121.52778,新生北路三段與農安街口(高架橋下),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Nong'an St. Intersection,Sec. 3， Xinsheng N. Rd. & Nong'an St. Intersection,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:02,2023/5/8
500107107,YouBike2.0_,稻江高級護理家事職業學校,14,7,中山區,2023/5/8 10:05,25.06532,121.52848,農安街77巷與農安街77巷1弄口,Zhongshan Dist,YouBike2.0_Daojiang Senior High School of Nursing and Home Economics,Ln. 77， Nong'an St. & Aly. 1， Ln. 77， Nong'an St. Intersection,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500107108,YouBike2.0_,捷運大直站(3號出口)_1,18,7,中山區,2023/5/8 09:48,25.07934,121.54671,北安路458巷41弄52之1號前,Zhongshan Dist,YouBike2.0_MRT Dazhi Sta.(Exit 3)_1,No. 52-1， Aly. 41， Ln. 458， Bei'an Rd.,11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:48,2023/5/8
500107109,YouBike2.0_,樂群二明水路口_1,20,7,中山區,2023/5/8 09:05,25.07983,121.55236,樂群二路 / 明水路口(東側),Zhongshan Dist,YouBike2.0_Lequn 2nd Rd. & Mingshui Rd. Intersection,Lequn 2nd Rd. & Mingshui Rd. Intersection (East),13,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:05,2023/5/8
500107110,YouBike2.0_,民權吉林路口(南側),16,0,中山區,2023/5/8 09:45,25.06245,121.53014,民權東路二段46號前,Zhongshan Dist,YouBike2.0_Minquan Rd. & Jilin Rd. Intersection,No. 46， Sec. 2， Minquan E. Rd.,15,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:45,2023/5/8
500107111,YouBike2.0_,長春龍江路口,24,13,中山區,2023/5/8 10:01,25.05473,121.54026,長春路與龍江路口西北側,Zhongshan Dist,YouBike2.0_Changchun Rd. & Longjiang Rd. Intersection,Changchun Rd. & Longjiang Rd. Intersection (Northwest),11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500107112,YouBike2.0_,民權新生路口,26,14,中山區,2023/5/8 09:45,25.06305,121.52776,民權東路一段/新生北路三段(北側)(新生高架橋下),Zhongshan Dist,YouBike2.0_Minquan Rd. & Xinsheng Rd. Intersection,Sec. 1， Minquan E. Rd. & Sec. 3， Xinsheng N. Rd. Intersection (North),12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:45,2023/5/8
500107113,YouBike2.0_,建國長春路口(北側),20,12,中山區,2023/5/8 09:48,25.05476,121.53693,建國北路/長春路口(北側),Zhongshan Dist,YouBike2.0_Jianguo Rd. & Changchun Rd. Intersection,Jianguo N. Rd. & Changchun Rd. Intersection (North),8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:48,2023/5/8
500107114,YouBike2.0_,中山行政中心,24,9,中山區,2023/5/8 10:04,25.06432,121.53349,松江路/農安街口,Zhongshan Dist,YouBike2.0_Zhongshan District Household Registration Office,Songjiang Rd. & Nong'an St. Intersection,15,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:04,2023/5/8
500107115,YouBike2.0_,臺北市立美術館_1,18,2,中山區,2023/5/8 10:01,25.07063,121.52327,中山北路三段(花博流行館前),Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum_1,Sec. 3， Zhongshan N. Rd. (Pavilion of New Fashion),16,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500107116,YouBike2.0_,劍潭社區_1,18,10,中山區,2023/5/8 08:56,25.08476,121.53789,通北街143號前,Zhongshan Dist,YouBike2.0_Jiantan Community_1,No. 143， Tongbei St.,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 08:56,2023/5/8
500107117,YouBike2.0_,濱江國小游泳池,16,4,中山區,2023/5/8 09:11,25.07818,121.56175,樂群二路266巷99號前,Zhongshan Dist,YouBike2.0_Binjiang Elementary School Swimming Pool,No. 99， Ln. 266， Lequn 2nd Rd.,12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:11,2023/5/8
500107118,YouBike2.0_,林森公園,25,13,中山區,2023/5/8 09:27,25.05223,121.52581,林森北路/南京東路一段,Zhongshan Dist,YouBike2.0_Linsen Park,Linsen N. Rd. ＆ Sec. 1， Nanjing E. Rd. Intersection,11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:27,2023/5/8
500107119,YouBike2.0_,中428公園,15,4,中山區,2023/5/8 10:07,25.07825,121.55337,樂群二路30巷/樂群二路116巷61弄,Zhongshan Dist,YouBike2.0_Zhong 428 Park,Ln. 30， Lequn 2nd Rd. & Aly. 61， Ln. 116， Lequn 2nd Rd. Intersection,11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:07,2023/5/8
500107120,YouBike2.0_,復華公園,20,6,中山區,2023/5/8 09:55,25.05339,121.5401,南京東路三段109巷/龍江路120巷,Zhongshan Dist,YouBike2.0_Fuhua Park,Ln. 109， Sec. 3， Nanjing E. Rd. & Ln. 120， Longjiang Rd. Intersection,14,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:55,2023/5/8
500107121,YouBike2.0_,新生民族路口(西南側),15,3,中山區,2023/5/8 08:56,25.06819,121.52767,新生北路三段/民族東路(西南側),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Minzu Rd. Intersection,Sec. 3， Xinsheng N. Rd. & Minzu E. Rd. Intersection (Southwest),12,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 08:56,2023/5/8
500107122,YouBike2.0_,捷運南京復興站(1號出口),21,1,中山區,2023/5/8 09:50,25.05253,121.54256,捷運南京復興站(1號出口)後方(遼寧街155巷),Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.1),MRT Nanjing Fuxing Sta.(Exit.1) (Ln. 155， Liaoning St.),20,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:50,2023/5/8
500107123,YouBike2.0_,八德市場(北側),16,11,中山區,2023/5/8 10:01,25.04478,121.53661,建國南路一段/市民大道交叉口(北側),Zhongshan Dist,YouBike2.0_Bade Market (North),Sec. 1， Jianguo S. Rd. & Civic Blvd. Intersection (North),5,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500107124,YouBike2.0_,龍江朱崙街口,14,3,中山區,2023/5/8 09:44,25.05004,121.54043,龍江路/朱崙街口西北側,Zhongshan Dist,YouBike2.0_Longjiang Rd. & Zhulun St. Intersection,Longjiang Rd. & Zhulun St. Intersection (Northwest),11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:44,2023/5/8
500107125,YouBike2.0_,大直街94巷,15,7,中山區,2023/5/8 10:03,25.08431,121.54755,大直街94巷口,Zhongshan Dist,YouBike2.0_Ln. 94， Dazhi St.,Ln. 94， Dazhi St.,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:03,2023/5/8
500107126,YouBike2.0_,捷運南京復興站(8號出口),28,11,中山區,2023/5/8 09:55,25.05196,121.5433,南京東路三段221號前,Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.8),No. 221， Sec. 3， Nanjing E. Rd.,17,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:55,2023/5/8
500107127,YouBike2.0_,民權建國路口(南側),15,6,中山區,2023/5/8 09:57,25.06228,121.53702,民權東路三段/建國北路二段(南側高架橋下),Zhongshan Dist,YouBike2.0_Minquan Rd. & Jianguo Rd. Intersection (South),Sec. 3， Minquan E. Rd. & Sec. 2， Jianguo N. Rd. (Under Elevated Bridge),9,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:57,2023/5/8
500107128,YouBike2.0_,林森德惠街口,16,12,中山區,2023/5/8 09:44,25.06688,121.5257,德惠街11號東側,Zhongshan Dist,YouBike2.0_Linsen Rd. & Dehui St. Intersection,No. 11， Dehui St. (East),4,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:44,2023/5/8
500107129,YouBike2.0_,新生濱江街口(東南側),21,2,中山區,2023/5/8 08:11,25.07059,121.52812,新生北路三段/濱江街口(東南側),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Binjiang St. Intersection (Southeast),Sec. 3， Xinsheng N. Rd. & Binjiang St. Intersection (Southeast),19,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 08:11,2023/5/8
500107130,YouBike2.0_,新生北路一段62巷口,20,2,中山區,2023/5/8 10:08,25.04699,121.53075,新生北路一段64號對側,Zhongshan Dist,YouBike2.0_Ln. 62， Sec. 1， Xinsheng N. Rd.,No. 64， Sec. 1， Xinsheng N. Rd. (Opposite),18,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:08,2023/5/8
500107131,YouBike2.0_,新生長春路口(東北側),19,3,中山區,2023/5/8 09:28,25.05532,121.52769,新生北路二段39-2號對側,Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Changchun Rd. Intersection (Northeast),No. 39-2， Sec. 2， Xinsheng N. Rd. (Opposite),16,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:28,2023/5/8
500107132,YouBike2.0_,捷運劍南路站(1號出口),17,10,中山區,2023/5/8 09:54,25.08573,121.55548,北安路811巷/821巷4弄口,Zhongshan Dist,YouBike2.0_MRT Jiannan Rd. Sta. (Exit. 1),Ln. 811， Bei'an Rd. & Aly. 4， Ln. 821， Bei'an Rd. Intersection,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:54,2023/5/8
500107133,YouBike2.0_,敬業三樂群三路口(西北側),16,8,中山區,2023/5/8 09:08,25.08272,121.55624,敬業三路/樂群三路口,Zhongshan Dist,YouBike2.0_Jingye 3rd Rd. & Lequn 3rd Rd. Intersection (Northwest),Jingye 3rd Rd. & Lequn 3rd Rd. Intersection,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:08,2023/5/8
500107134,YouBike2.0_,長春路258巷2弄口,15,4,中山區,2023/5/8 09:47,25.05427,121.53896,長春路258巷6號北側,Zhongshan Dist,YouBike2.0_Aly. 2， Ln. 258， Changchun Rd.,No. 6， Ln. 258， Changchun Rd. (North),11,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:47,2023/5/8
500107135,YouBike2.0_,長寧大廈社區(南側),15,0,中山區,2023/5/8 09:42,25.05418,121.54332,遼寧街201巷13號前,Zhongshan Dist,YouBike2.0_Zhangning Dasha Community (South),No. 13， Ln. 201， Liaoning St.,15,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:42,2023/5/8
500107136,YouBike2.0_,建國五常街口,20,12,中山區,2023/5/8 09:54,25.06419,121.53732,建國北路三段/五常街,Zhongshan Dist,YouBike2.0_Jianguo Rd. & Wuchang St. Intersection,Sec. 3， Jianguo N. Rd. & Wuchang St. Intersection,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:54,2023/5/8
500107137,YouBike2.0_,中山北路二段62巷口,12,4,中山區,2023/5/8 10:05,25.05676,121.52268,中山北路二段66號前,Zhongshan Dist,YouBike2.0_Ln. 62， Sec. 2， Zhongshan N. Rd.,No. 66， Sec. 2， Zhongshan N. Rd.,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500107138,YouBike2.0_,市民安東街口,20,13,中山區,2023/5/8 09:26,25.0448,121.54213,市民大道三段179號前,Zhongshan Dist,YouBike2.0_Civic Blvd. & Andong St. Intersection,No. 179， Sec. 3， Civic Blvd.,7,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:26,2023/5/8
500107139,YouBike2.0_,市民大道二段5巷口,15,7,中山區,2023/5/8 06:44,25.04812,121.52166,市民大道二段/市民大道二段5巷,Zhongshan Dist,YouBike2.0_Ln. 5， Sec. 2， Civic Blvd.,Sec. 2， Civic Blvd. & Ln. 5， Sec. 2， Civic Blvd. Intersection,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 06:44,2023/5/8
500108001,YouBike2.0_,文湖街21巷118弄口,19,11,內湖區,2023/5/8 10:05,25.09122,121.55961,文湖街21巷118弄6-10號(前),Neihu Dist,YouBike2.0_Aly. 118， Ln. 21， Wunhu St.,No. 6-10， Aly. 118， Ln. 21， Wunhu St.,5,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:05,2023/5/8
500108002,YouBike2.0_,北勢湖環保公園,15,7,內湖區,2023/5/8 09:50,25.08378,121.56208,內湖路一段66-72號前方公園,Neihu Dist,YouBike2.0_Beishi Lake Environmental Park,No. 66-72， Sec. 1， Neihu Rd.,8,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:50,2023/5/8
500108003,YouBike2.0_,洲子一號公園,43,10,內湖區,2023/5/8 09:15,25.07977,121.56454,基湖路37號西側,Neihu Dist,YouBike2.0_Jhouzih No.1 Park,No. 37， Jihu Rd.,33,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:15,2023/5/8
500108004,YouBike2.0_,西康公園,16,7,內湖區,2023/5/8 09:07,25.08284,121.56449,內湖路一段225巷口,Neihu Dist,YouBike2.0_Xikang Park,No. 225， Sec 1， Neihu Rd.,9,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:07,2023/5/8
500108005,YouBike2.0_,文湖國小,31,1,內湖區,2023/5/8 09:49,25.08637,121.56088,文湖街21巷口北側,Neihu Dist,YouBike2.0_Wenhu Elementary School,Ln. 21， Wunhu St.,30,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:49,2023/5/8
500108006,YouBike2.0_,文湖街81巷10號西側,14,11,內湖區,2023/5/8 10:01,25.08707,121.56406,文湖街81巷10號西側,Neihu Dist,YouBike2.0_No. 10， Ln. 81， Wenhu St,No. 10， Ln. 81， Wenhu St.(West),3,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:01,2023/5/8
500108007,YouBike2.0_,德明財經科技大學,27,14,內湖區,2023/5/8 10:06,25.08637,121.56574,環山路一段56號南側,Neihu Dist,YouBike2.0_Takming University of Science and Technology,No. 56， Sec. 1， Huanshan Rd.(South),13,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 10:06,2023/5/8
500108008,YouBike2.0_,麗山國小,15,10,內湖區,2023/5/8 09:33,25.08311,121.57155,內湖路一段411巷56號東側,Neihu Dist,YouBike2.0_Lishan Elementary School,Ln. 411， Sec. 1， Neihu Rd.(East),5,1,2023/5/8 10:09,2023/5/8 10:09,2023/5/8 09:33,2023/5/8
